文献,反应位置,底物,产物,中间体,催化剂,配体,溶剂,其它组分,条件（温度、时间、气氛、光源、波长等）,产率,dr,ee,er,直接从文献中抓取的提取错误,实验过程与操作顺序错误,文献中没有明确给出信息，需要模型进行推断，推断产生的错误
amino-acid-derived-ionic-chiral-catalysts-enable-desymmetrizing-cross-coupling-to-remote-acyclic-quaternary,GeneralProcedure_suzuki_cross_coupling_desymmetrization_reactions_of_acyclic_substrates-Entry36; PDF pages: 78,"step1: 2,2-bis(3-chloro-4-methoxyphenyl)-propanoic acid 5 (88.5 mg, 0.25 mmol); 4-tert-butylphenylboronic acid 6 (53.4 mg, 0.3 mmol)","step2: Ethyl (S)-2-(3-bromo-4-methoxyphenyl)-2-(4',6-dimethoxy-[1,1'-biphenyl]-3-yl)propanoate (40 mg)",step1: crude coupled product,"step1: Pd2(dba)3 (2.3 mg, 0.0025 mmol)","step1: (R)2'-(dicyclohexylphosphaneyl)-2,6-diisopropoxy-5-methyl-[1,1'-biphenyl]-3-carbonyl-L-leucine",step1: 2-MeTHF (0.5 mL (premix) then 4.5 mL (reaction)); step2: DMF (1.0 mL),"step1: K3PO4 (265 mg, 1.25 mmol); H2O (0.50 mL); step2: EtI (78 mg, 0.5 mmol); K2CO3 (138 mg, 1.0 mmol)",step1: temp: room temperature then 60 °C; time: 20 min then 18 h; atm: N2; step2: temp: room temperature; time: overnight,32%,,,62.5:37.5,,,
amino-acid-derived-ionic-chiral-catalysts-enable-desymmetrizing-cross-coupling-to-remote-acyclic-quaternary,GeneralProcedure_suzuki_cross_coupling_desymmetrization_reactions_of_acyclic_substrates-Entry37; PDF pages: 78,"step1: 2,2-bis(3-chloro-4-methoxyphenyl)-propanoic acid 5 (88.5 mg, 0.25 mmol); 4-tert-butylphenylboronic acid 6 (53.4 mg, 0.3 mmol)","step2: Ethyl (S)-2-(4-chlorophenyl)-2-(4',methoxy-[1,1'-biphenyl]-4-yl)propanoate (60 mg)",step1: crude coupled product,"step1: Pd2(dba)3 (2.3 mg, 0.0025 mmol)","step1: (R)2'-(dicyclohexylphosphaneyl)-2,6-diisopropoxy-5-methyl-[1,1'-biphenyl]-3-carbonyl-L-leucine",step1: 2-MeTHF (0.5 mL (premix) then 4.5 mL (reaction)); step2: DMF (1.0 mL),"step1: K3PO4 (265 mg, 1.25 mmol); H2O (0.50 mL); step2: EtI (78 mg, 0.5 mmol); K2CO3 (138 mg, 1.0 mmol)",step1: temp: room temperature then 60 °C; time: 20 min then 18 h; atm: N2; step2: temp: room temperature; time: overnight,61%,,,56.5:43.5,,,
amino-acid-derived-ionic-chiral-catalysts-enable-desymmetrizing-cross-coupling-to-remote-acyclic-quaternary,GeneralProcedure_suzuki_cross_coupling_desymmetrization_reactions_of_acyclic_substrates-Entry38; PDF pages: 79,"step1: 2,2-bis(3-chloro-4-methoxyphenyl)-propanoic acid 5 (88.5 mg, 0.25 mmol); 4-tert-butylphenylboronic acid 6 (53.4 mg, 0.3 mmol)","step2: Ethyl (S)-2-(4-chlorophenyl)-2-(4'-methoxy-[1,1'-biphenyl]-4-yl)-acetate (35 mg)",step1: crude coupled product,"step1: Pd2(dba)3 (2.3 mg, 0.0025 mmol)","step1: (R)2'-(dicyclohexylphosphaneyl)-2,6-diisopropoxy-5-methyl-[1,1'-biphenyl]-3-carbonyl-L-leucine",step1: 2-MeTHF (0.5 mL (premix) then 4.5 mL (reaction)); step2: DMF (1.0 mL),"step1: K3PO4 (265 mg, 1.25 mmol); H2O (0.50 mL); step2: EtI (78 mg, 0.5 mmol); K2CO3 (138 mg, 1.0 mmol)",step1: temp: room temperature then 60 °C; time: 20 min then 18 h; atm: N2; step2: temp: room temperature; time: overnight,37%,,,65.5:34.5,,,
amino-acid-derived-ionic-chiral-catalysts-enable-desymmetrizing-cross-coupling-to-remote-acyclic-quaternary,GeneralProcedure_suzuki_cross_coupling_desymmetrization_reactions_of_acyclic_substrates-Entry39; PDF pages: 80,"step1: 2,2-bis(3-chloro-4-methoxyphenyl)-propanoic acid 5 (88.5 mg, 0.25 mmol); 4-tert-butylphenylboronic acid 6 (53.4 mg, 0.3 mmol)","step2: Ethyl (S)-2-(2-chlorophenyl)-2-(4'-methoxy-[1,1'-biphenyl]-2-yl)acetate",step1: crude coupled product,"step1: Pd2(dba)3 (2.3 mg, 0.0025 mmol)","step1: (R)2'-(dicyclohexylphosphaneyl)-2,6-diisopropoxy-5-methyl-[1,1'-biphenyl]-3-carbonyl-L-leucine",step1: 2-MeTHF (0.5 mL (premix) then 4.5 mL (reaction)); step2: DMF (1.0 mL),"step1: K3PO4 (265 mg, 1.25 mmol); H2O (0.50 mL); step2: EtI (78 mg, 0.5 mmol); K2CO3 (138 mg, 1.0 mmol)",step1: temp: room temperature then 60 °C; time: 20 min then 18 h; atm: N2; step2: temp: room temperature; time: overnight,<5%,,,69.5:30.5,,,
amino-acid-derived-ionic-chiral-catalysts-enable-desymmetrizing-cross-coupling-to-remote-acyclic-quaternary,GeneralProcedure_suzuki_cross_coupling_desymmetrization_reaction_of_xanthene_substrates-Entry3; PDF pages: 80,Xanthene acid (0.25 mmol); arylboronic acid (0.3 mmol),(S)-4-(9-butyl-2-chloro-7-(9-phenyl-9H-carbazol-3-yl)-9H-xanthen-9-yl)-butanoic acid (45 mg),,"Pd2dba3 (2.3 mg, 0.0025 mmol)",(S)-L1,2-MeTHF (4.5 mL (reaction) and 0.5 mL (catalyst premix)),"K3PO4 (530.7 mg, 2.5 mmol); H2O (0.41 mL)",temp: 60 °C; time: 18 h; atm: N2,30%,,,86:14,,,
amino-acid-derived-ionic-chiral-catalysts-enable-desymmetrizing-cross-coupling-to-remote-acyclic-quaternary,GeneralProcedure_suzuki_cross_coupling_desymmetrization_reaction_of_xanthene_substrates-Entry4; PDF pages: 80,Xanthene acid (0.25 mmol); arylboronic acid (0.3 mmol),(S)-4-(2-chloro-7-(4-methoxyphenyl)-9H-xanthen-9-yl)-butanoic acid (53 mg),,"Pd2dba3 (2.3 mg, 0.0025 mmol)",(S)-L1,2-MeTHF (4.5 mL (reaction) and 0.5 mL (catalyst premix)),"K3PO4 (530.7 mg, 2.5 mmol); H2O (0.41 mL)",temp: 60 °C; time: 18 h; atm: N2,52%,,,93.5:6.5,,,
amino-acid-derived-ionic-chiral-catalysts-enable-desymmetrizing-cross-coupling-to-remote-acyclic-quaternary,GeneralProcedure_sonogashira_cross_coupling_desymmetrization_reaction-Entry1; PDF pages: 83,"2,2-bis(3-chloro-4-methoxyphenyl)-propanoic acid 5 (88.5 mg, 0.25 mmol); 4-1-Ethynyl-4-methoxybenzene (39.6 mg, 0.3 mmol)",(S)-2-(3-chloro-4-methoxyphenyl)-2-(4-methoxy-3-((4-methoxyphenyl)-ethynyl)phenyl)-propanoic acid (79 mg),,"Pd2(dba)3 (2.3 mg, 0.0025 mmol)","(R)2'-(dicyclohexylphosphaneyl)-2,6-diisopropoxy-5-methyl-[1,1'-biphenyl]-3-carbonyl-L-leucine",2-MeTHF (0.5 mL for catalyst premix and 4.5 mL for reaction (total reported volumes)),"K3PO4 (265 mg, 1.25 mmol); H2O (0.50 mL)",temp: 60 °C; time: 24 h; atm: N2,70%,,,98.5:1.5,,,
amino-acid-derived-ionic-chiral-catalysts-enable-desymmetrizing-cross-coupling-to-remote-acyclic-quaternary,"GeneralProcedure_sonogashira_cross_coupling_desymmetrization_reaction-Entry2; PDF pages: 83, 84","2,2-bis(3-chloro-4-methoxyphenyl)-propanoic acid 5 (88.5 mg, 0.25 mmol); 4-1-Ethynyl-4-methoxybenzene (39.6 mg, 0.3 mmol)","(S)-2-(3-(benzo[d][1,3]-dioxol-5-ylethynyl)-4-methoxyphenyl)-2-(3-chloro-4-methoxyphenyl)-propanoic acid (53 mg)",,"Pd2(dba)3 (2.3 mg, 0.0025 mmol)","(R)2'-(dicyclohexylphosphaneyl)-2,6-diisopropoxy-5-methyl-[1,1'-biphenyl]-3-carbonyl-L-leucine",2-MeTHF (0.5 mL for catalyst premix and 4.5 mL for reaction (total reported volumes)),"K3PO4 (265 mg, 1.25 mmol); H2O (0.50 mL)",temp: 60 °C; time: 24 h; atm: N2,46%,,,96:4,,,
amino-acid-derived-ionic-chiral-catalysts-enable-desymmetrizing-cross-coupling-to-remote-acyclic-quaternary,GeneralProcedure_sonogashira_cross_coupling_desymmetrization_reaction-Entry3; PDF pages: 84,"2,2-bis(3-chloro-4-methoxyphenyl)-propanoic acid 5 (88.5 mg, 0.25 mmol); 4-1-Ethynyl-4-methoxybenzene (39.6 mg, 0.3 mmol)",Ethyl (S)-2-(3-chloro-4-methoxyphenyl)-2-(4-methoxy-3-(p-tolylethynyl)-phenyl)-propanoate (61 mg),,"Pd2(dba)3 (2.3 mg, 0.0025 mmol)","(R)2'-(dicyclohexylphosphaneyl)-2,6-diisopropoxy-5-methyl-[1,1'-biphenyl]-3-carbonyl-L-leucine",2-MeTHF (0.5 mL for catalyst premix and 4.5 mL for reaction (total reported volumes)),"K3PO4 (265 mg, 1.25 mmol); H2O (0.50 mL)",temp: 60 °C; time: 24 h; atm: N2,53%,,,95.5:4.5,,,
amino-acid-derived-ionic-chiral-catalysts-enable-desymmetrizing-cross-coupling-to-remote-acyclic-quaternary,GeneralProcedure_sonogashira_cross_coupling_desymmetrization_reaction-Entry4; PDF pages: 85,"2,2-bis(3-chloro-4-methoxyphenyl)-propanoic acid 5 (88.5 mg, 0.25 mmol); 4-1-Ethynyl-4-methoxybenzene (39.6 mg, 0.3 mmol)",(S)-2-(3-chloro-4-methoxyphenyl)-2-(3-((4-(dimethylamino)-phenyl)-ethynyl)-4-methoxyphenyl)-propanoic acid (75 mg),,"Pd2(dba)3 (2.3 mg, 0.0025 mmol)","(R)2'-(dicyclohexylphosphaneyl)-2,6-diisopropoxy-5-methyl-[1,1'-biphenyl]-3-carbonyl-L-leucine",2-MeTHF (0.5 mL for catalyst premix and 4.5 mL for reaction (total reported volumes)),"K3PO4 (265 mg, 1.25 mmol); H2O (0.50 mL)",temp: 60 °C; time: 24 h; atm: N2,65%,,,98.5:1.5,,,
amino-acid-derived-ionic-chiral-catalysts-enable-desymmetrizing-cross-coupling-to-remote-acyclic-quaternary,"GeneralProcedure_sonogashira_cross_coupling_desymmetrization_reaction-Entry5; PDF pages: 85, 86","2,2-bis(3-chloro-4-methoxyphenyl)-propanoic acid 5 (88.5 mg, 0.25 mmol); 4-1-Ethynyl-4-methoxybenzene (39.6 mg, 0.3 mmol)",Ethyl (S)-2-(3-chloro-4-methoxyphenyl)-2-(4-methoxy-3-((4-phenoxyphenyl)-ethynyl)-phenyl)-propanoate (82 mg),,"Pd2(dba)3 (2.3 mg, 0.0025 mmol)","(R)2'-(dicyclohexylphosphaneyl)-2,6-diisopropoxy-5-methyl-[1,1'-biphenyl]-3-carbonyl-L-leucine",2-MeTHF (0.5 mL for catalyst premix and 4.5 mL for reaction (total reported volumes)),"K3PO4 (265 mg, 1.25 mmol); H2O (0.50 mL)",temp: 60 °C; time: 24 h; atm: N2,61%,,,96.5:3.5,,,
amino-acid-derived-ionic-chiral-catalysts-enable-desymmetrizing-cross-coupling-to-remote-acyclic-quaternary,GeneralProcedure_sonogashira_cross_coupling_desymmetrization_reaction-Entry6; PDF pages: 86,"2,2-bis(3-chloro-4-methoxyphenyl)-propanoic acid 5 (88.5 mg, 0.25 mmol); 4-1-Ethynyl-4-methoxybenzene (39.6 mg, 0.3 mmol)",(S)-2-(3-chloro-4-methoxyphenyl)-2-(4-methoxy-3-((4-(methoxycarbonyl)-phenyl)-ethynyl)-phenyl)-propanoic acid (62 mg),,"Pd2(dba)3 (2.3 mg, 0.0025 mmol)","(R)2'-(dicyclohexylphosphaneyl)-2,6-diisopropoxy-5-methyl-[1,1'-biphenyl]-3-carbonyl-L-leucine",2-MeTHF (0.5 mL for catalyst premix and 4.5 mL for reaction (total reported volumes)),"K3PO4 (265 mg, 1.25 mmol); H2O (0.50 mL)",temp: 60 °C; time: 24 h; atm: N2,52%,,,98:2,,,
amino-acid-derived-ionic-chiral-catalysts-enable-desymmetrizing-cross-coupling-to-remote-acyclic-quaternary,"GeneralProcedure_sonogashira_cross_coupling_desymmetrization_reaction-Entry7; PDF pages: 86, 87","2,2-bis(3-chloro-4-methoxyphenyl)-propanoic acid 5 (88.5 mg, 0.25 mmol); 4-1-Ethynyl-4-methoxybenzene (39.6 mg, 0.3 mmol)",(S)-2-(3-chloro-4-methoxyphenyl)-2-(3-((4-cyanophenyl)-ethynyl)-4-methoxyphenyl)-propanoic acid (62 mg),,"Pd2(dba)3 (2.3 mg, 0.0025 mmol)","(R)2'-(dicyclohexylphosphaneyl)-2,6-diisopropoxy-5-methyl-[1,1'-biphenyl]-3-carbonyl-L-leucine",2-MeTHF (0.5 mL for catalyst premix and 4.5 mL for reaction (total reported volumes)),"K3PO4 (265 mg, 1.25 mmol); H2O (0.50 mL)",temp: 60 °C; time: 24 h; atm: N2,56%,,,96:4,,,
amino-acid-derived-ionic-chiral-catalysts-enable-desymmetrizing-cross-coupling-to-remote-acyclic-quaternary,GeneralProcedure_sonogashira_cross_coupling_desymmetrization_reaction-Entry8; PDF pages: 87,"2,2-bis(3-chloro-4-methoxyphenyl)-propanoic acid 5 (88.5 mg, 0.25 mmol); 4-1-Ethynyl-4-methoxybenzene (39.6 mg, 0.3 mmol)",Ethyl (S)-2-(3-chloro-4-methoxyphenyl)-2-(4-methoxy-3-(naphthalen-1-ylethynyl)-phenyl)-propanoate (62 mg),,"Pd2(dba)3 (2.3 mg, 0.0025 mmol)","(R)2'-(dicyclohexylphosphaneyl)-2,6-diisopropoxy-5-methyl-[1,1'-biphenyl]-3-carbonyl-L-leucine",2-MeTHF (0.5 mL for catalyst premix and 4.5 mL for reaction (total reported volumes)),"K3PO4 (265 mg, 1.25 mmol); H2O (0.50 mL)",temp: 60 °C; time: 24 h; atm: N2,50%,,,95:5,,,
amino-acid-derived-ionic-chiral-catalysts-enable-desymmetrizing-cross-coupling-to-remote-acyclic-quaternary,GeneralProcedure_esterification_of_products_for_isolation_and_characterization-Entry5; PDF pages: 88,obtained crude product,Ethyl (S)-2-(3-((9H-fluoren-2-yl)-ethynyl)-4-methoxyphenyl)-2-(3-chloro-4-methoxyphenyl)-propanoate (95 mg),,,,DMF (1.0 mL),"EtI (78 mg, 0.5 mmol); K2CO3 (138 mg, 1.0 mmol)",temp: room temperature; time: overnight,71%,,,97:3,,,
amino-acid-derived-ionic-chiral-catalysts-enable-desymmetrizing-cross-coupling-to-remote-acyclic-quaternary,"GeneralProcedure_sonogashira_cross_coupling_desymmetrization_reaction-Entry9; PDF pages: 88, 89","2,2-bis(3-chloro-4-methoxyphenyl)-propanoic acid 5 (88.5 mg, 0.25 mmol); 4-1-Ethynyl-4-methoxybenzene (39.6 mg, 0.3 mmol)",(S)-2-(3-chloro-4-methoxyphenyl)-2-(4-methoxy-3-((6-methoxypyridin-3-yl)-ethynyl)-phenyl)-propanoic acid (60 mg),,"Pd2(dba)3 (2.3 mg, 0.0025 mmol)","(R)2'-(dicyclohexylphosphaneyl)-2,6-diisopropoxy-5-methyl-[1,1'-biphenyl]-3-carbonyl-L-leucine",2-MeTHF (0.5 mL for catalyst premix and 4.5 mL for reaction (total reported volumes)),"K3PO4 (265 mg, 1.25 mmol); H2O (0.50 mL)",temp: 60 °C; time: 24 h; atm: N2,53%,,,96:4,,,
amino-acid-derived-ionic-chiral-catalysts-enable-desymmetrizing-cross-coupling-to-remote-acyclic-quaternary,GeneralProcedure_buchwald_hartwig_cross_coupling_desymmetrization_reactions-Entry1; PDF pages: 94,"step1: 2,2-bis(3-chloro-4-methoxyphenyl)-propanoic acid 5 (88.5 mg, 0.25 mmol); p-anisidine (46.1 mg, 0.375 mmol)",step2: Ethyl (S)-2-(3-chloro-4-methoxyphenyl)-2-(4-methoxy-3-((4-methoxyphenyl)-amino)-phenyl)-propanoate (75 mg),,"step1: Pd2(dba)3 (2.3 mg, 0.0025 mmol)","step1: (R)-(2'-(dicyclohexylphosphaneyl)-2,6-diisopropoxy-5-methyl-[1,1'-biphenyl]-3-carbonyl)-L-alanine","step1: 1,4-dioxane (0.5 mL (premix) + 2.0 mL (reaction flask)); step2: DMF (1.0 mL)","step1: K3PO4 (318 mg, 1.25 mmol); step2: EtI (78 mg, 0.5 mmol); K2CO3 (138 mg, 1.0 mmol)",step1: temp: room temperature then 110oC; time: 20 min then 18 h; atm: N2; step2: temp: room temperature; time: overnight,64%,,,97:3,,,
amino-acid-derived-ionic-chiral-catalysts-enable-desymmetrizing-cross-coupling-to-remote-acyclic-quaternary,"GeneralProcedure_buchwald_hartwig_cross_coupling_desymmetrization_reactions-Entry2; PDF pages: 94, 95","step1: 2,2-bis(3-chloro-4-methoxyphenyl)-propanoic acid 5 (88.5 mg, 0.25 mmol); p-anisidine (46.1 mg, 0.375 mmol)",step2: Ethyl (S)-2-(3-chloro-4-methoxyphenyl)-2-(4-methoxy-3-(phenylamino)-phenyl)-propanoate (56 mg),,"step1: Pd2(dba)3 (2.3 mg, 0.0025 mmol)","step1: (R)-(2'-(dicyclohexylphosphaneyl)-2,6-diisopropoxy-5-methyl-[1,1'-biphenyl]-3-carbonyl)-L-alanine","step1: 1,4-dioxane (0.5 mL (premix) + 2.0 mL (reaction flask)); step2: DMF (1.0 mL)","step1: K3PO4 (318 mg, 1.25 mmol); step2: EtI (78 mg, 0.5 mmol); K2CO3 (138 mg, 1.0 mmol)",step1: temp: room temperature then 110oC; time: 20 min then 18 h; atm: N2; step2: temp: room temperature; time: overnight,51%,,,96:4,,,
amino-acid-derived-ionic-chiral-catalysts-enable-desymmetrizing-cross-coupling-to-remote-acyclic-quaternary,GeneralProcedure_buchwald_hartwig_cross_coupling_desymmetrization_reactions-Entry3; PDF pages: 95,"step1: 2,2-bis(3-chloro-4-methoxyphenyl)-propanoic acid 5 (88.5 mg, 0.25 mmol); p-anisidine (46.1 mg, 0.375 mmol)",step2: Ethyl (S)-2-(3-chloro-4-methoxyphenyl)-2-(4-methoxy-3-(p-tolylamino)-phenyl)-propanoate (69 mg),,"step1: Pd2(dba)3 (2.3 mg, 0.0025 mmol)","step1: (R)-(2'-(dicyclohexylphosphaneyl)-2,6-diisopropoxy-5-methyl-[1,1'-biphenyl]-3-carbonyl)-L-alanine","step1: 1,4-dioxane (0.5 mL (premix) + 2.0 mL (reaction flask)); step2: DMF (1.0 mL)","step1: K3PO4 (318 mg, 1.25 mmol); step2: EtI (78 mg, 0.5 mmol); K2CO3 (138 mg, 1.0 mmol)",step1: temp: room temperature then 110oC; time: 20 min then 18 h; atm: N2; step2: temp: room temperature; time: overnight,61%,,,92:8,,,
amino-acid-derived-ionic-chiral-catalysts-enable-desymmetrizing-cross-coupling-to-remote-acyclic-quaternary,GeneralProcedure_buchwald_hartwig_cross_coupling_desymmetrization_reactions-Entry4; PDF pages: 96,"step1: 2,2-bis(3-chloro-4-methoxyphenyl)-propanoic acid 5 (88.5 mg, 0.25 mmol); p-anisidine (46.1 mg, 0.375 mmol)",step2: Ethyl (S)-2-(3-chloro-4-methoxyphenyl)-2-(4-methoxy-3-((4-(methylthio)-phenyl)-amino)-phenyl)-propanoate (68 mg),,"step1: Pd2(dba)3 (2.3 mg, 0.0025 mmol)","step1: (R)-(2'-(dicyclohexylphosphaneyl)-2,6-diisopropoxy-5-methyl-[1,1'-biphenyl]-3-carbonyl)-L-alanine","step1: 1,4-dioxane (0.5 mL (premix) + 2.0 mL (reaction flask)); step2: DMF (1.0 mL)","step1: K3PO4 (318 mg, 1.25 mmol); step2: EtI (78 mg, 0.5 mmol); K2CO3 (138 mg, 1.0 mmol)",step1: temp: room temperature then 110oC; time: 20 min then 18 h; atm: N2; step2: temp: room temperature; time: overnight,56%,,,96:4,,,
amino-acid-derived-ionic-chiral-catalysts-enable-desymmetrizing-cross-coupling-to-remote-acyclic-quaternary,"GeneralProcedure_buchwald_hartwig_cross_coupling_desymmetrization_reactions-Entry5; PDF pages: 96, 97","step1: 2,2-bis(3-chloro-4-methoxyphenyl)-propanoic acid 5 (88.5 mg, 0.25 mmol); p-anisidine (46.1 mg, 0.375 mmol)","step2: Ethyl (S)-2-(3-chloro-4-methoxyphenyl)-2-(3-((3,5-dimethoxyphenyl)-amino)-4-methoxyphenyl)-propanoate (79 mg)",,"step1: Pd2(dba)3 (2.3 mg, 0.0025 mmol)","step1: (R)-(2'-(dicyclohexylphosphaneyl)-2,6-diisopropoxy-5-methyl-[1,1'-biphenyl]-3-carbonyl)-L-alanine","step1: 1,4-dioxane (0.5 mL (premix) + 2.0 mL (reaction flask)); step2: DMF (1.0 mL)","step1: K3PO4 (318 mg, 1.25 mmol); step2: EtI (78 mg, 0.5 mmol); K2CO3 (138 mg, 1.0 mmol)",step1: temp: room temperature then 110oC; time: 20 min then 18 h; atm: N2; step2: temp: room temperature; time: overnight,63%,,,95:5,,,
amino-acid-derived-ionic-chiral-catalysts-enable-desymmetrizing-cross-coupling-to-remote-acyclic-quaternary,GeneralProcedure_buchwald_hartwig_cross_coupling_desymmetrization_reactions-Entry6; PDF pages: 97,"step1: 2,2-bis(3-chloro-4-methoxyphenyl)-propanoic acid 5 (88.5 mg, 0.25 mmol); p-anisidine (46.1 mg, 0.375 mmol)",step2: Ethyl (S)-2-(3-chloro-4-methoxyphenyl)-2-(4-methoxy-3-((4-(trifluoromethyl)-phenyl)-amino)-phenyl)-propanoate (71 mg),,"step1: Pd2(dba)3 (2.3 mg, 0.0025 mmol)","step1: (R)-(2'-(dicyclohexylphosphaneyl)-2,6-diisopropoxy-5-methyl-[1,1'-biphenyl]-3-carbonyl)-L-alanine","step1: 1,4-dioxane (0.5 mL (premix) + 2.0 mL (reaction flask)); step2: DMF (1.0 mL)","step1: K3PO4 (318 mg, 1.25 mmol); step2: EtI (78 mg, 0.5 mmol); K2CO3 (138 mg, 1.0 mmol)",step1: temp: room temperature then 110oC; time: 20 min then 18 h; atm: N2; step2: temp: room temperature; time: overnight,56%,,,97.5:2.5,,,
amino-acid-derived-ionic-chiral-catalysts-enable-desymmetrizing-cross-coupling-to-remote-acyclic-quaternary,GeneralProcedure_buchwald_hartwig_cross_coupling_desymmetrization_reactions-Entry7; PDF pages: 98,"step1: 2,2-bis(3-chloro-4-methoxyphenyl)-propanoic acid 5 (88.5 mg, 0.25 mmol); p-anisidine (46.1 mg, 0.375 mmol)",step2: Ethyl (S)-4-((5-(2-(3-chloro-4-methoxyphenyl)-1-ethoxy-1-oxopropan-2-yl)-2-methoxyphenyl)-amino)-benzoate (49 mg),,"step1: Pd2(dba)3 (2.3 mg, 0.0025 mmol)","step1: (R)-(2'-(dicyclohexylphosphaneyl)-2,6-diisopropoxy-5-methyl-[1,1'-biphenyl]-3-carbonyl)-L-alanine","step1: 1,4-dioxane (0.5 mL (premix) + 2.0 mL (reaction flask)); step2: DMF (1.0 mL)","step1: K3PO4 (318 mg, 1.25 mmol); step2: EtI (78 mg, 0.5 mmol); K2CO3 (138 mg, 1.0 mmol)",step1: temp: room temperature then 110oC; time: 20 min then 18 h; atm: N2; step2: temp: room temperature; time: overnight,38%,,,99.5:0.5,,,
amino-acid-derived-ionic-chiral-catalysts-enable-desymmetrizing-cross-coupling-to-remote-acyclic-quaternary,GeneralProcedure_buchwald_hartwig_cross_coupling_desymmetrization_reactions-Entry8; PDF pages: 98,"step1: 2,2-bis(3-chloro-4-methoxyphenyl)-propanoic acid 5 (88.5 mg, 0.25 mmol); p-anisidine (46.1 mg, 0.375 mmol)",step2: Ethyl (S)-2-(3-chloro-4-methoxyphenyl)-2-(4-methoxy-3-(naphthalen-1-ylamino)-phenyl)-propanoate (56 mg),,"step1: Pd2(dba)3 (2.3 mg, 0.0025 mmol)","step1: (R)-(2'-(dicyclohexylphosphaneyl)-2,6-diisopropoxy-5-methyl-[1,1'-biphenyl]-3-carbonyl)-L-alanine","step1: 1,4-dioxane (0.5 mL (premix) + 2.0 mL (reaction flask)); step2: DMF (1.0 mL)","step1: K3PO4 (318 mg, 1.25 mmol); step2: EtI (78 mg, 0.5 mmol); K2CO3 (138 mg, 1.0 mmol)",step1: temp: room temperature then 110oC; time: 20 min then 18 h; atm: N2; step2: temp: room temperature; time: overnight,46%,,,94.5:5.5,,,
amino-acid-derived-ionic-chiral-catalysts-enable-desymmetrizing-cross-coupling-to-remote-acyclic-quaternary,GeneralProcedure_buchwald_hartwig_cross_coupling_desymmetrization_reactions-Entry9; PDF pages: 99,"step1: 2,2-bis(3-chloro-4-methoxyphenyl)-propanoic acid 5 (88.5 mg, 0.25 mmol); p-anisidine (46.1 mg, 0.375 mmol)",step2: Ethyl (S)-2-(3-(benzo[d]thiazol-5-ylamino)-4-methoxyphenyl)-2-(3-chloro-4-methoxyphenyl)-propanoate (66 mg),,"step1: Pd2(dba)3 (2.3 mg, 0.0025 mmol)","step1: (R)-(2'-(dicyclohexylphosphaneyl)-2,6-diisopropoxy-5-methyl-[1,1'-biphenyl]-3-carbonyl)-L-alanine","step1: 1,4-dioxane (0.5 mL (premix) + 2.0 mL (reaction flask)); step2: DMF (1.0 mL)","step1: K3PO4 (318 mg, 1.25 mmol); step2: EtI (78 mg, 0.5 mmol); K2CO3 (138 mg, 1.0 mmol)",step1: temp: room temperature then 110oC; time: 20 min then 18 h; atm: N2; step2: temp: room temperature; time: overnight,53%,,,99:1,,,
amino-acid-derived-ionic-chiral-catalysts-enable-desymmetrizing-cross-coupling-to-remote-acyclic-quaternary,GeneralProcedure_suzuki_cross_coupling_desymmetrization_reactions_of_acyclic_substrates-Entry40; PDF pages: 102,"step1: 2,2-bis(3-chloro-4-methoxyphenyl)-propanoic acid 5 (88.5 mg, 0.25 mmol); 4-tert-butylphenylboronic acid 6 (53.4 mg, 0.3 mmol)","step2: Ethyl (R)-2-(4',6-dimethoxy-[1,1'-biphenyl]-3-yl)-2-(4-methoxyphenyl)-propanoate",step1: crude coupled product,"step1: Pd2(dba)3 (2.3 mg, 0.0025 mmol)","step1: (R)2'-(dicyclohexylphosphaneyl)-2,6-diisopropoxy-5-methyl-[1,1'-biphenyl]-3-carbonyl-L-leucine",step1: 2-MeTHF (0.5 mL (premix) then 4.5 mL (reaction)); step2: DMF (1.0 mL),"step1: K3PO4 (265 mg, 1.25 mmol); H2O (0.50 mL); step2: EtI (78 mg, 0.5 mmol); K2CO3 (138 mg, 1.0 mmol)",step1: temp: room temperature then 60 °C; time: 20 min then 18 h; atm: N2; step2: temp: room temperature; time: overnight,49%,,,82:18,,,
amino-acid-derived-ionic-chiral-catalysts-enable-desymmetrizing-cross-coupling-to-remote-acyclic-quaternary,GeneralProcedure_suzuki_cross_coupling_desymmetrization_reactions_of_acyclic_substrates-Entry41; PDF pages: 103,"step1: 2,2-bis(3-chloro-4-methoxyphenyl)-propanoic acid 5 (88.5 mg, 0.25 mmol); 4-tert-butylphenylboronic acid 6 (53.4 mg, 0.3 mmol)","step2: (R)-2-(4',6-dimethoxy-[1,1'-biphenyl]-3-yl)-2,3-dimethylbutanoic acid",step1: crude coupled product,"step1: Pd2(dba)3 (2.3 mg, 0.0025 mmol)","step1: (R)2'-(dicyclohexylphosphaneyl)-2,6-diisopropoxy-5-methyl-[1,1'-biphenyl]-3-carbonyl-L-leucine",step1: 2-MeTHF (0.5 mL (premix) then 4.5 mL (reaction)); step2: DMF (1.0 mL),"step1: K3PO4 (265 mg, 1.25 mmol); H2O (0.50 mL); step2: EtI (78 mg, 0.5 mmol); K2CO3 (138 mg, 1.0 mmol)",step1: temp: room temperature then 60 °C; time: 20 min then 18 h; atm: N2; step2: temp: room temperature; time: overnight,50%,,,67.5:32.5,,,
